,LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
87339,ST9HMNALMM,27,124965,212223,309,81,2,20.81,24,0.16,PhD,Unemployed,Married,0,Yes,Home,1,0
85414,U76262E99Q,36,121512,67435,838,36,3,13.05,24,0.83,PhD,Self-employed,Divorced,0,Yes,Business,0,0
199798,8NL5IJ6UC8,62,103695,23409,798,80,4,24.81,48,0.33,High School,Part-time,Divorced,0,Yes,Business,0,0
30086,4MNRQE94PD,62,94401,161794,441,26,3,15.55,24,0.57,High School,Full-time,Married,1,Yes,Other,1,0
108611,AY4YH8SO3C,41,87130,57672,568,73,2,8.33,36,0.38,High School,Part-time,Single,1,No,Education,0,0
237098,KHULXTOVD3,50,55452,21019,836,64,4,9.74,48,0.87,High School,Full-time,Divorced,1,Yes,Education,1,0
94954,S1HYQH9I3H,43,147137,31698,451,45,4,20.38,24,0.83,High School,Full-time,Single,1,Yes,Business,0,0
254113,251BX8S9KV,38,82145,60187,710,21,1,3.11,60,0.45,Bachelor's,Part-time,Married,0,Yes,Education,0,0
86131,7IGXY0H058,54,111678,219232,502,41,2,13.97,60,0.77,Bachelor's,Self-employed,Single,1,No,Home,1,0
163762,WQRGPT61M4,33,52208,133206,607,73,2,3.87,48,0.15,High School,Unemployed,Married,0,No,Education,1,0
133539,5EVYWNOZG0,60,121106,71660,319,22,2,23.7,36,0.73,PhD,Full-time,Single,0,Yes,Auto,1,0
230826,2O5XUQXPPA,54,106550,167996,443,39,2,15.95,60,0.61,Master's,Full-time,Single,1,No,Home,0,0
10130,J9COFFGML8,19,137751,107817,460,41,2,12.47,24,0.65,High School,Full-time,Married,0,No,Business,1,0
54324,PJCXW642UT,18,50258,196480,331,78,4,5.91,12,0.58,Master's,Part-time,Divorced,0,No,Auto,0,0
103678,DD2BPRPS7W,58,128771,123278,845,9,3,13.56,24,0.73,Bachelor's,Unemployed,Married,0,No,Education,1,0
58221,2KACIX7URS,37,111600,79763,515,33,3,9.19,24,0.27,Master's,Full-time,Divorced,0,Yes,Auto,1,0
74994,HXZTICPZX5,51,102931,48959,511,93,3,16.3,48,0.7,Master's,Self-employed,Divorced,1,Yes,Home,0,0
20936,76D1D1PBPM,36,35188,28606,442,29,1,6.3,36,0.12,High School,Self-employed,Married,0,Yes,Other,1,0
69803,1SPJ6KV5GG,24,127769,223011,349,16,1,13.53,36,0.66,Bachelor's,Full-time,Single,1,Yes,Other,0,0
933,VZCEZ9VCCZ,20,24864,137694,467,78,1,12.24,36,0.81,PhD,Part-time,Married,1,No,Education,1,0
187481,J6R4H1G10O,50,139591,25397,369,101,4,18.35,24,0.47,High School,Self-employed,Divorced,1,Yes,Home,0,0
205919,YD4KR0Y0CQ,54,106535,66841,482,99,4,2.94,24,0.36,Master's,Self-employed,Married,1,No,Business,0,0
98313,B8QEJCMWQS,66,45436,227707,323,24,2,22.46,24,0.24,PhD,Full-time,Married,1,Yes,Education,0,0
13536,ZJGVI54M6G,25,72427,44382,526,105,2,2.36,60,0.34,PhD,Unemployed,Divorced,1,Yes,Other,1,0
99832,E27Q7ZSIEX,32,116032,171692,680,46,4,16.34,24,0.12,Bachelor's,Part-time,Divorced,0,No,Auto,0,0
199652,XSEN2GMB7P,50,64166,153053,647,14,3,9.86,12,0.44,High School,Self-employed,Single,1,No,Business,1,0
81742,UYU2XNDPPV,47,111200,25889,532,31,4,10.01,48,0.19,High School,Unemployed,Married,0,No,Other,1,0
134636,9CPO7QMCWL,67,129707,100581,421,54,3,13.96,12,0.8,High School,Full-time,Divorced,0,Yes,Auto,0,0
182804,CVZF2ZG5JF,55,68768,168149,423,39,1,13.58,24,0.73,PhD,Full-time,Divorced,1,No,Other,1,0
44164,FK4C076WDW,65,48184,115332,736,24,1,13.91,36,0.37,High School,Full-time,Divorced,0,No,Auto,1,0
110269,OA7DPR21DY,55,143920,55086,510,30,1,23.98,36,0.13,PhD,Self-employed,Divorced,0,No,Business,1,0
186835,JENZOL1P91,44,142468,47452,757,49,1,12.19,36,0.37,Bachelor's,Full-time,Single,0,No,Home,0,0
226809,I88D9E3K91,59,117811,103431,622,44,2,13.6,60,0.29,PhD,Self-employed,Single,1,Yes,Business,1,0
184348,6A0XSBX802,43,118580,30241,461,17,3,4.31,24,0.39,PhD,Part-time,Single,0,No,Education,1,0
79471,TDOZMMVYUN,33,94403,223082,661,49,4,21.85,12,0.86,High School,Unemployed,Divorced,1,Yes,Other,1,0
212159,P04KKYS68V,23,60844,99577,307,104,3,2.73,24,0.27,PhD,Unemployed,Single,0,No,Education,0,0
177066,LZZ79OOGOL,18,54270,7238,732,8,3,4.4,12,0.68,PhD,Unemployed,Married,1,No,Home,0,0
144134,QEFMJPS42U,32,146008,61596,377,116,3,9.49,36,0.75,High School,Full-time,Divorced,1,Yes,Business,0,0
40600,JR3LUPUQST,28,133008,156113,481,94,3,14.96,60,0.72,High School,Self-employed,Single,0,No,Home,0,0
80636,YMJPGOKB8G,18,119970,121880,710,23,1,4.65,24,0.38,Master's,Self-employed,Divorced,0,Yes,Auto,0,0
147557,F7EEP96JEU,33,94451,121109,587,26,4,11.29,36,0.19,High School,Unemployed,Single,1,Yes,Business,0,0
106672,10CHOYJEKI,25,144110,48242,499,53,4,4.66,36,0.67,Bachelor's,Unemployed,Divorced,1,No,Business,0,0
25972,702A4AEX9L,18,32941,126996,747,28,2,5.27,24,0.89,Master's,Part-time,Divorced,1,Yes,Auto,1,0
198523,I0W7ZUYD6K,29,101997,160160,790,70,1,22.59,36,0.68,High School,Self-employed,Single,0,Yes,Business,0,0
43322,E7J3FSXL2C,35,129621,119367,401,116,2,2.28,60,0.83,Master's,Unemployed,Single,1,No,Auto,1,1
41963,91BXDRNK35,48,23068,206342,331,110,3,3.0,12,0.74,Master's,Full-time,Divorced,1,No,Other,1,0
207121,RO6PL04G2F,40,70164,238488,684,73,1,17.54,24,0.78,High School,Self-employed,Single,0,Yes,Other,0,0
17680,E7FBKPO376,67,135962,25459,415,22,2,2.4,48,0.13,PhD,Self-employed,Married,1,Yes,Education,1,0
160038,IVZU32RSGC,20,38009,126995,840,103,2,19.57,60,0.75,Master's,Unemployed,Divorced,0,No,Auto,0,0
70038,N5O3L4Q2IT,61,117809,79755,325,27,1,18.41,24,0.69,Bachelor's,Self-employed,Married,0,No,Auto,1,0
56751,R5QVT35ZUQ,18,120187,211124,581,82,1,20.35,12,0.45,High School,Part-time,Divorced,0,Yes,Business,0,0
221357,72ZPBAGSY4,30,129427,192618,329,62,1,5.15,60,0.37,PhD,Part-time,Divorced,0,Yes,Education,1,0
9358,RLWKRNL77T,20,93931,223825,414,73,1,12.77,24,0.39,Bachelor's,Full-time,Divorced,1,Yes,Other,0,0
133040,5696MUBQSG,46,100102,11670,509,34,3,12.3,48,0.85,Bachelor's,Unemployed,Married,1,Yes,Other,1,0
168585,YJTD89YP77,52,63814,60314,805,93,4,10.19,36,0.68,PhD,Unemployed,Divorced,0,No,Business,0,0
143038,ZM8T06C0SY,59,59484,121972,537,110,4,9.38,48,0.25,Master's,Unemployed,Divorced,0,Yes,Auto,1,0
221105,F306V81B31,35,142466,61054,545,11,3,4.53,36,0.19,Master's,Full-time,Married,0,No,Business,0,0
183524,LVRFNII058,36,44968,172816,730,111,1,23.88,60,0.28,Master's,Self-employed,Divorced,1,Yes,Home,0,0
212922,06RB0MQJEV,67,95116,171361,750,24,3,14.15,60,0.35,Master's,Full-time,Married,0,Yes,Education,1,0
192589,2UVZA54KCY,23,25586,12324,640,86,1,12.44,48,0.4,Master's,Full-time,Married,1,No,Business,1,0
55746,N0OQK5VOA6,42,75596,193112,751,45,1,23.24,36,0.64,Master's,Unemployed,Married,1,No,Education,0,0
105866,PQU323XUBB,52,81154,136442,700,78,2,22.59,48,0.33,Master's,Part-time,Married,1,Yes,Home,1,0
132300,TI4BPN0FHQ,54,31073,28101,526,17,2,13.33,36,0.81,Bachelor's,Part-time,Divorced,1,Yes,Auto,0,0
8953,2MATXWMAVS,26,106865,101431,785,92,4,17.18,36,0.78,High School,Part-time,Divorced,1,Yes,Home,1,0
197491,PBJB47CA8R,45,26324,10697,562,89,2,23.55,36,0.25,Master's,Unemployed,Married,0,Yes,Other,0,0
102018,OXYX57HF5P,31,80560,90268,625,29,4,20.77,60,0.34,Master's,Full-time,Single,0,Yes,Home,1,1
1298,RMIDP4M6KH,18,137855,65904,683,17,2,23.18,48,0.5,PhD,Self-employed,Divorced,1,Yes,Auto,0,1
71782,W934TS3F5Q,36,89056,219259,376,108,3,9.68,48,0.44,High School,Unemployed,Single,1,No,Business,1,1
67611,PM7ML22UC2,62,49861,234537,515,104,1,18.63,24,0.29,Bachelor's,Unemployed,Divorced,1,Yes,Other,1,0
23604,SLQ9BUYYN2,63,24042,219512,369,117,3,13.56,60,0.34,High School,Unemployed,Married,1,No,Auto,0,0
196657,DFWT7M9LAF,26,132744,216483,709,15,2,17.74,60,0.49,Master's,Unemployed,Married,0,No,Other,0,0
214566,QCAN4JAXJI,26,139865,216679,710,70,1,4.98,12,0.79,Master's,Part-time,Married,0,No,Other,0,0
85846,R5B8K51XZG,35,121059,163190,414,94,3,17.91,60,0.51,High School,Unemployed,Single,1,No,Business,1,0
22677,NLVKNN92RQ,41,42434,72040,341,13,1,5.65,12,0.34,High School,Full-time,Married,0,Yes,Auto,1,0
65088,64XTTCZTPS,52,85523,228261,704,90,4,5.26,36,0.39,Master's,Unemployed,Divorced,1,Yes,Home,0,0
248439,3BWHHMUY0B,61,73914,117102,762,20,2,23.61,48,0.79,High School,Part-time,Single,0,No,Auto,0,0
222218,MEDQA6UJ0U,48,82623,217503,482,58,2,24.88,24,0.5,High School,Self-employed,Divorced,1,No,Other,1,0
129748,362AUY4VMG,58,53434,180521,613,25,2,21.17,60,0.39,PhD,Unemployed,Married,1,Yes,Business,1,0
56209,YLPAFNAHCW,34,35090,225273,763,2,4,8.05,36,0.78,Bachelor's,Part-time,Married,1,No,Home,1,1
174696,64V34SLSAP,60,37015,95522,357,47,2,4.4,12,0.62,PhD,Part-time,Married,1,No,Business,0,0
180030,TGQRKPIVHU,39,112189,146639,837,72,2,4.47,48,0.8,PhD,Self-employed,Divorced,0,Yes,Business,0,0
81247,654LX9HOGW,24,18682,108308,549,35,3,4.95,36,0.59,Bachelor's,Full-time,Married,0,Yes,Education,0,1
106468,YKE3L3U0FC,44,116790,60259,650,26,4,21.72,48,0.48,Bachelor's,Self-employed,Single,0,No,Auto,1,0
241391,SF9BEUOD00,18,18210,13512,726,34,3,7.16,36,0.58,PhD,Part-time,Single,0,No,Auto,0,0
70391,A9A9HMM238,60,69243,6783,836,11,1,8.69,24,0.86,High School,Unemployed,Married,0,No,Auto,1,0
51140,SO8ML18NLJ,53,93053,72379,523,3,4,21.2,36,0.75,PhD,Self-employed,Married,1,Yes,Auto,0,0
69220,27D51NC2WS,36,81017,201110,666,21,1,16.49,12,0.38,Bachelor's,Self-employed,Divorced,0,Yes,Other,0,0
75461,CUPN2MFMLL,53,15914,213381,758,93,3,13.05,24,0.51,PhD,Part-time,Single,1,No,Auto,0,1
148980,HTD0FQMHGD,40,104775,194173,498,83,1,2.83,36,0.73,High School,Self-employed,Divorced,0,Yes,Business,1,0
126442,JRQJOH0WYS,68,122006,55747,711,84,4,21.39,12,0.17,PhD,Self-employed,Divorced,0,Yes,Other,0,0
197668,6QDY1ENOB6,18,147505,223443,810,68,2,7.11,48,0.77,Master's,Self-employed,Married,1,No,Home,1,0
128095,20RRWSWRKM,54,69822,222234,723,93,3,8.49,12,0.5,PhD,Part-time,Single,0,No,Auto,1,0
33553,ZCBO4599XN,55,144702,248614,511,106,2,4.0,12,0.7,Bachelor's,Self-employed,Single,0,Yes,Other,1,0
118705,81CSPT1U3C,51,139554,47129,787,37,2,9.71,36,0.17,Bachelor's,Unemployed,Divorced,0,No,Other,1,1
136779,ERTNQMZ1V5,45,93547,213625,816,13,2,8.98,12,0.44,PhD,Full-time,Single,0,Yes,Education,0,0
150534,V8206KZ0XO,63,70756,214801,387,41,4,14.16,48,0.55,High School,Full-time,Married,1,Yes,Other,0,1
79720,F9NMQGHART,37,18701,93084,714,57,3,11.13,24,0.85,Master's,Self-employed,Married,1,Yes,Other,0,0
182364,KP0Z1XTM36,36,93238,101460,463,115,4,14.62,48,0.85,Master's,Self-employed,Divorced,1,Yes,Education,1,0
41339,V3DFP9SHNH,28,86427,197240,463,14,1,23.25,60,0.59,Bachelor's,Part-time,Divorced,0,No,Auto,1,0
137993,T8P2GKWSBS,45,67362,8289,329,10,3,10.84,60,0.7,High School,Self-employed,Married,0,No,Home,0,0
75119,N30T8S79KC,35,84629,29796,690,114,1,2.16,12,0.27,Master's,Unemployed,Married,0,Yes,Home,1,0
238849,9NBTRB5W4R,22,122279,128240,680,52,3,16.82,36,0.63,Bachelor's,Unemployed,Married,1,Yes,Business,0,1
103684,4VHVP4SJ34,29,76087,18800,446,27,2,7.52,12,0.6,High School,Unemployed,Married,0,No,Education,0,0
203297,U9CSNJGYGI,24,101932,117028,377,64,2,23.1,60,0.82,PhD,Part-time,Married,1,Yes,Business,0,0
105250,C5EH5APSHV,45,61177,243934,354,11,2,12.42,36,0.11,Bachelor's,Unemployed,Divorced,0,No,Home,1,0
221941,PSW323KAFC,36,96943,9784,609,25,3,13.98,24,0.27,Bachelor's,Unemployed,Married,0,No,Auto,0,1
168574,95WAY02DVG,49,114607,240613,526,41,3,18.89,24,0.68,Bachelor's,Self-employed,Single,0,No,Business,1,1
86017,EZWZYGIDDN,58,42807,64131,664,15,4,2.26,60,0.15,High School,Self-employed,Married,0,No,Education,1,0
81830,1WVEE95AAM,66,99556,14907,598,117,1,20.32,48,0.37,Master's,Full-time,Single,0,No,Other,0,0
72902,UJJT22YIE5,32,99603,84655,427,117,2,11.11,60,0.3,PhD,Unemployed,Married,1,No,Education,0,0
40283,VNI63E8NC1,65,82912,104241,495,101,1,23.31,60,0.62,Bachelor's,Full-time,Married,0,No,Home,1,0
9063,GLG49FDLVZ,47,96124,67697,343,90,3,13.83,36,0.42,High School,Full-time,Married,0,No,Other,1,0
38320,93MMBLRMDR,32,123092,131566,462,36,4,10.07,48,0.6,High School,Full-time,Married,0,Yes,Auto,1,0
234420,7DIO8DXXZV,42,64084,25963,597,26,4,4.89,12,0.82,High School,Unemployed,Divorced,0,Yes,Business,1,0
8162,TYYEAT4ZCE,23,63848,114608,397,9,1,18.34,60,0.63,Bachelor's,Part-time,Married,1,Yes,Education,1,0
186571,BOL5M6XZMZ,18,60320,138326,325,12,3,5.07,48,0.89,Master's,Full-time,Single,0,Yes,Auto,1,0
239414,UB89POX24L,24,70346,205233,407,45,3,6.6,24,0.53,High School,Full-time,Divorced,1,Yes,Other,1,0
39287,QXUEDO2K94,54,94932,216415,487,66,4,5.56,36,0.63,Bachelor's,Self-employed,Divorced,0,Yes,Other,1,0
153746,1KYQUKUUL5,63,98334,222862,346,53,1,24.71,24,0.46,Master's,Part-time,Single,1,No,Business,0,0
142171,O1ZBZDJZSB,18,71256,12502,492,84,2,24.96,48,0.62,PhD,Part-time,Divorced,1,No,Business,0,1
254546,3UN8MSE7FE,56,128435,122836,636,41,1,5.13,60,0.79,PhD,Full-time,Divorced,0,No,Business,1,0
128388,SIACC9Z1TG,44,49659,56071,460,18,3,12.13,24,0.67,Bachelor's,Self-employed,Divorced,1,Yes,Business,0,0
172910,3XJ8V9KOPA,26,135755,169764,527,37,3,6.04,36,0.46,Bachelor's,Unemployed,Divorced,0,Yes,Education,1,0
65067,X0I37SN9T6,48,93729,211063,466,37,3,13.16,12,0.3,PhD,Self-employed,Divorced,0,Yes,Education,1,0
211012,A1AZIOCTKM,25,144979,225085,334,6,2,3.85,12,0.38,Bachelor's,Unemployed,Single,0,Yes,Education,1,0
225970,OLBK69VVRY,18,56342,97025,846,58,4,15.46,48,0.16,Master's,Unemployed,Single,0,Yes,Auto,1,1
67271,7P9MUU3GJ2,38,40832,121630,401,77,2,19.17,36,0.48,PhD,Part-time,Married,0,Yes,Other,1,0
206622,FUDUNGDKLS,33,45772,132166,490,66,2,5.92,36,0.14,Bachelor's,Unemployed,Married,1,No,Other,1,0
143121,4YK9FV4EU9,60,120489,119468,703,64,3,19.32,12,0.32,PhD,Full-time,Divorced,0,No,Education,0,0
32248,IUSEF4T524,20,22211,211753,400,89,4,2.97,12,0.25,Master's,Part-time,Married,0,No,Auto,1,0
127612,W2WNXRY32E,49,90544,210245,564,113,4,17.53,12,0.27,Bachelor's,Self-employed,Married,0,No,Business,0,1
119916,2LIVY040DF,26,107489,222972,658,78,3,3.28,48,0.5,Bachelor's,Unemployed,Divorced,0,No,Home,1,0
70099,CKH1OOWSEN,31,17879,33928,713,96,4,17.44,12,0.52,High School,Full-time,Single,0,Yes,Home,1,1
242770,X9UDMVWKLL,58,18666,186985,495,97,4,18.96,24,0.55,High School,Full-time,Single,1,No,Home,0,0
177806,V26SGUOHPR,46,134975,200816,382,107,4,11.77,36,0.47,High School,Unemployed,Single,1,Yes,Business,0,0
227291,SK3O8IYEIX,68,117654,170098,521,118,4,18.73,36,0.57,PhD,Full-time,Married,0,No,Business,0,0
70937,SPQ0FJEF8H,53,113027,159276,366,98,3,16.7,60,0.73,High School,Full-time,Divorced,1,Yes,Education,0,0
62494,COKC88Z5IL,48,71485,197868,474,37,4,9.54,36,0.69,Bachelor's,Full-time,Single,1,Yes,Education,1,0
208597,O916LCUFNW,62,145491,233141,385,117,2,6.12,24,0.88,Bachelor's,Unemployed,Married,1,No,Business,0,0
54158,Y5YO4C4808,32,57202,83044,432,115,1,5.77,60,0.37,High School,Unemployed,Divorced,0,Yes,Auto,1,0
173725,ERHHNAOLVX,40,37052,247118,383,53,4,18.41,48,0.18,Master's,Self-employed,Married,0,Yes,Other,1,1
149620,OAFZC2F7VX,62,64868,83125,413,65,3,20.77,48,0.56,PhD,Self-employed,Divorced,0,Yes,Other,1,0
197292,VYOHVMARTS,52,42988,42928,332,82,3,2.86,12,0.4,Master's,Self-employed,Single,1,Yes,Education,1,0
90412,MP87UDE6SM,32,142745,227052,593,90,1,9.28,60,0.37,Bachelor's,Part-time,Single,1,No,Other,0,0
241147,HDNTDLJ5XY,54,108764,198544,632,68,2,20.0,24,0.47,Master's,Unemployed,Single,1,No,Auto,0,0
205922,YA1NYLJZBV,31,106975,124921,770,89,1,6.41,48,0.51,Master's,Full-time,Divorced,0,No,Business,0,0
237925,XI1NYI5SHJ,55,113498,45379,365,87,4,15.2,24,0.71,Master's,Part-time,Divorced,1,Yes,Home,0,0
124354,NXGLFTP9P4,46,97918,245507,425,12,1,15.56,36,0.63,Master's,Self-employed,Divorced,0,No,Education,0,0
150006,DV6R74WXL0,45,142696,198242,476,84,1,21.43,24,0.78,Bachelor's,Unemployed,Married,1,No,Education,1,0
221042,IKQ5APFCN4,35,126445,100562,652,100,1,7.99,24,0.78,Master's,Self-employed,Single,0,No,Auto,0,0
129891,FC0OR9IX3G,59,66388,167469,630,32,4,22.85,60,0.67,High School,Part-time,Divorced,0,Yes,Other,1,0
223478,6YE1H8IXIJ,19,74339,93104,423,75,3,21.78,48,0.68,PhD,Part-time,Single,0,Yes,Other,1,0
132186,2I395DLON7,51,52777,21492,722,101,4,19.41,12,0.9,High School,Unemployed,Divorced,0,No,Business,1,0
26220,EBFKCM74UQ,35,37548,237091,746,92,2,20.39,24,0.2,PhD,Full-time,Divorced,0,Yes,Other,0,1
247304,3IJ8VNCE7O,32,126005,33269,368,19,4,4.99,60,0.3,Master's,Full-time,Single,0,Yes,Business,0,0
100892,E7LNHAIKGE,51,55050,16314,707,7,4,22.02,48,0.33,PhD,Self-employed,Divorced,1,Yes,Other,1,0
164365,UHLMDQMPRH,65,102706,23342,817,92,1,6.91,60,0.42,Master's,Full-time,Single,1,Yes,Home,1,0
26201,RHCDG7IKO7,52,47868,69639,812,17,3,9.67,24,0.5,PhD,Part-time,Single,0,Yes,Home,0,0
206001,RH1DGG9OP3,51,105688,150919,829,41,3,21.72,60,0.89,Bachelor's,Self-employed,Married,1,No,Auto,1,0
94351,K0O1BPNH1S,18,100686,58926,811,80,2,10.14,36,0.49,Master's,Part-time,Married,0,No,Business,0,0
65300,LECLLBT7YM,54,36746,147092,408,68,3,17.43,60,0.24,PhD,Self-employed,Married,0,Yes,Home,0,0
147601,VG6K06R9C7,51,56941,167600,674,97,4,24.45,60,0.8,Master's,Part-time,Divorced,0,Yes,Other,0,0
65315,13XAQG5AG6,57,73627,169437,820,87,4,8.42,12,0.32,PhD,Full-time,Married,0,Yes,Other,1,0
251275,HQVQFY2RUO,49,141956,26883,687,0,1,19.41,48,0.64,PhD,Full-time,Married,1,Yes,Home,0,0
41939,XLJASLNUGH,36,112292,215336,469,0,1,2.95,60,0.72,Bachelor's,Full-time,Divorced,1,Yes,Auto,1,0
224955,R4KVQPW184,20,56559,244588,787,52,3,10.76,12,0.48,PhD,Unemployed,Married,0,No,Education,0,1
8548,TIIS5KDIOK,18,106315,160816,599,20,2,20.57,48,0.4,High School,Full-time,Divorced,1,No,Business,0,1
78363,XDHW7IKC5K,22,133968,25793,436,11,1,21.93,60,0.53,Master's,Self-employed,Married,0,Yes,Home,1,0
65713,H9192G5VRT,41,27744,19105,539,75,1,12.74,24,0.67,High School,Self-employed,Married,0,No,Home,1,0
173284,4ZF0ID39LU,65,94333,187478,661,42,1,18.9,36,0.77,Master's,Full-time,Divorced,0,No,Home,0,0
210901,ITBLKDIEYN,33,119918,247932,353,47,1,20.86,24,0.59,High School,Unemployed,Single,1,No,Business,0,1
226981,BU8TL6EPUV,44,91878,84947,624,107,4,19.36,36,0.25,PhD,Self-employed,Single,0,Yes,Business,1,0
157605,68HPPNL4S8,31,21452,72252,552,77,3,16.74,36,0.4,Bachelor's,Unemployed,Married,0,No,Business,0,0
200307,OQTVTCRYXA,22,120728,227167,311,6,3,8.48,48,0.44,Bachelor's,Self-employed,Single,0,Yes,Home,0,0
146153,MMP8S20SSG,31,136755,12231,527,23,2,12.73,24,0.89,PhD,Self-employed,Single,1,Yes,Auto,1,0
145671,HKGVID0TWP,64,71325,207943,400,112,1,14.68,36,0.19,High School,Full-time,Married,1,No,Other,0,0
49529,Q54J0UZ2EU,37,124472,26855,311,33,2,21.14,12,0.42,PhD,Unemployed,Single,1,No,Auto,0,0
976,QDP23VRT1B,32,16146,124336,570,64,1,13.64,60,0.22,Bachelor's,Unemployed,Married,1,Yes,Business,0,0
208616,BR16FYICDY,69,55735,15866,624,115,3,5.22,12,0.54,High School,Self-employed,Single,0,Yes,Home,0,0
140159,RI0L6241KR,59,66855,89371,511,90,2,7.48,24,0.2,High School,Self-employed,Single,0,Yes,Business,1,0
221271,GEVK7QAJ8X,52,64193,94976,762,89,1,24.76,24,0.69,Master's,Self-employed,Divorced,1,Yes,Education,0,0
252436,WM7NKSJD6O,52,18373,55512,520,66,1,21.44,12,0.35,Master's,Unemployed,Divorced,0,No,Education,0,0
199008,NIQNJLOYAE,52,118500,39031,559,57,3,13.84,60,0.45,Bachelor's,Unemployed,Married,1,No,Business,1,0
84177,SO0O0PI0X7,63,116149,71608,679,66,3,4.53,60,0.69,Bachelor's,Part-time,Divorced,1,No,Business,1,0
121171,OJIVDO2A59,54,62914,55106,631,25,2,19.57,12,0.59,Bachelor's,Part-time,Married,0,No,Auto,0,0
150271,0LAI5RSL5W,56,84458,141476,508,92,3,6.06,24,0.22,Master's,Unemployed,Married,0,Yes,Business,1,0
86025,IPCJDYDFIS,60,32471,111706,481,65,4,21.82,24,0.87,Bachelor's,Part-time,Divorced,1,Yes,Business,1,0
70197,U3R3D9BXTZ,18,110609,140064,692,44,2,8.67,48,0.77,High School,Full-time,Single,1,Yes,Home,1,0
91905,7SYK041IXO,53,84856,30468,609,70,3,23.2,60,0.24,Master's,Part-time,Married,0,No,Other,0,0
172231,WX3K1QFRC8,34,138210,151592,313,114,3,5.28,24,0.48,Master's,Full-time,Married,0,Yes,Other,1,0
188361,8HSSFV5TK3,52,96210,20001,677,79,2,9.64,24,0.33,PhD,Full-time,Divorced,1,Yes,Other,0,0
183352,T2KGXW2Z39,59,72158,212428,376,90,2,3.93,12,0.43,Bachelor's,Self-employed,Single,1,No,Auto,0,0
204553,QV37X3CFYS,25,75248,14315,793,0,1,18.69,36,0.19,Bachelor's,Self-employed,Single,1,Yes,Home,1,0
159361,IPIKYX0SSL,61,133100,165563,476,86,3,9.74,24,0.58,PhD,Part-time,Divorced,0,Yes,Home,1,0
89582,VU5U57M5VC,50,141465,183406,730,63,1,9.01,60,0.78,Bachelor's,Self-employed,Single,0,No,Home,1,0
212525,OCWSS570AM,45,48024,82079,401,26,4,16.51,24,0.5,Bachelor's,Full-time,Single,0,Yes,Business,1,0
2822,KUYJ6Y93R4,39,20837,93480,791,76,1,21.06,12,0.6,Bachelor's,Self-employed,Married,0,Yes,Home,1,0
27047,NR3MMPSHEH,63,124412,225051,707,53,4,3.85,36,0.25,Bachelor's,Self-employed,Divorced,1,Yes,Home,0,0
140481,2NV4WW96OX,26,118167,174271,454,48,1,23.48,12,0.86,Bachelor's,Unemployed,Single,0,No,Business,1,1
122668,W7C57J76O4,51,139698,173315,806,18,3,21.95,48,0.75,PhD,Self-employed,Divorced,1,Yes,Home,0,0
191436,DNWAFZEDWE,37,90816,216915,423,102,4,17.14,36,0.13,Bachelor's,Part-time,Married,1,Yes,Other,1,0
113856,F7N5GBSWPP,60,22051,81819,849,55,3,18.57,24,0.42,Bachelor's,Part-time,Married,1,No,Home,1,0
188659,WK83ROMKM5,40,36226,143815,847,34,1,3.44,60,0.19,Bachelor's,Unemployed,Single,0,Yes,Auto,1,0
10320,VACI1CYL9E,56,29511,12658,512,27,4,6.24,24,0.52,Bachelor's,Part-time,Single,1,No,Other,1,0
83815,Q4RUJAXNDF,43,53175,208790,422,84,4,11.75,12,0.44,High School,Self-employed,Divorced,0,Yes,Education,1,1
145221,Y3APL2OBS2,56,58647,60301,408,85,1,17.37,60,0.12,PhD,Unemployed,Single,1,Yes,Auto,1,0
128400,EHUKHO84NO,62,93234,43469,616,108,2,6.31,60,0.81,Bachelor's,Part-time,Divorced,1,Yes,Home,1,0
67376,46FDUXEIJQ,44,29765,84205,654,114,4,18.5,36,0.86,Bachelor's,Unemployed,Divorced,1,Yes,Other,0,0
185966,L3A9N7QWGQ,60,68103,144166,538,111,4,2.23,60,0.33,PhD,Part-time,Single,0,Yes,Education,1,0
237473,Z2LXXF8RQZ,54,68177,219132,641,32,4,10.3,36,0.55,PhD,Full-time,Single,0,No,Business,0,0
83393,SVUCWUFCNN,51,20124,142774,554,98,3,14.92,36,0.51,PhD,Unemployed,Married,0,No,Other,0,0
174074,AVO9TDJ9E2,49,129637,214579,764,2,2,13.81,48,0.74,Bachelor's,Self-employed,Single,1,No,Auto,1,0
49824,00CI550TMJ,69,39067,8000,842,95,3,6.5,12,0.74,Master's,Part-time,Divorced,0,No,Auto,1,0
138522,CNINWQE90W,39,50522,71143,606,41,3,5.45,60,0.11,PhD,Self-employed,Married,0,Yes,Other,0,0
106057,KB4JGOGJZ4,65,141115,143941,383,3,1,24.05,24,0.38,Master's,Unemployed,Divorced,0,No,Business,1,0
89936,SML4OBV3SL,66,25041,172254,533,30,1,10.63,60,0.36,Master's,Self-employed,Divorced,1,No,Other,0,0
207515,2Y6J3B94F0,26,93581,89435,746,112,1,16.93,36,0.57,PhD,Full-time,Single,0,Yes,Other,1,1
200618,C8RX1Z9DO6,42,68111,202738,796,46,4,15.26,12,0.6,High School,Part-time,Divorced,1,Yes,Business,0,0
